prefix	input_text	target_text
multilabel classification	lmao na people in relationships dey get sense pass and em no dey too worry	positive
multilabel classification	both of them fine die they fit act they fit sing they have money god look at me neeeooow e still possible for me too	positive
multilabel classification	i surely understand how dis guy go dey feel for him mind when dis song came on fine boyz e jaiye lo lagos nigeria	positive
multilabel classification	my follower ke ontop twitter this no be garage na when i turn motor park chairman if na play stop am abeg reply am abeg and leave me out	negative
multilabel classification	this one go just come house enter wardrobe carry native wear because i no dey too wear am see as e fit am sha come and make one for yourself people dm me or we cover you pls help rt	positive
multilabel classification	bros o this thing nr first dey before i jux dey reason am una neva first get sanctions for rogue officers abi panel must dey for everything the rot must be scraped of nr dey use hypo dey wash brown cloth e nr go white	negative
multilabel classification	hungary win or draw don bin grand audit na hunger go kill una entire nation o	negative
multilabel classification	lemaooooo whitemoney winning choke their throat see the casting na ngboto owerri casted she no sabi act again you dey threaten the live in wife like say she fit mess why she switch off her live if e sure for her gistlover was right	negative
multilabel classification	lmafoooooooooooooooooooooo id rather forfeit the airtime than use my money call customer care dem sef na worse your airtime go dey go and idiots go dey sing nonsense songs dey chop your airtime before an agent go pick	negative
multilabel classification	if jesus dey call roll call now we don miss heaven be dat o	negative
multilabel classification	he be like say i no go dey enter this justrite wey dey my area again na soap i one go buy how my hand go carry wristwatch i no sabi i don pay finish before the charm clear for my eyes	negative
multilabel classification	omo e reach one stage i no dey follow her go market again na all those fish sellers i pity pass	negative
